Answer
Remove one brick from the 5-brick tower.
Remove one brick from the taller tower.
Remove 1 brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
Remove one brick from the taller tower.
Remove 1 brick from the 5-brick tower.
Remove 1 brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
Remove 1 brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
Remove one brick from the taller tower.
Remove 1 brick from the 5-brick tower to match the 4-brick tower's height.
Remove one brick from the 5-brick tower.
You add 1 brick to the shorter tower.
Remove 1 brick from the 5-brick tower.
Remove 1 brick from the 5-brick tower.
Remove 1 brick from the 5-brick tower to match the 4-brick tower.
I remove 1 brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
Remove 1 brick from the 5-brick tower.
Remove one brick from the taller tower.
Remove one brick from the taller tower.
Remove 1 brick from the 5-brick tower.
Remove 1 brick from the taller tower.
Remove 1 brick from the 5-brick tower.
I would remove 1 brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
You remove one brick from the 5-brick tower.
Remove one brick from the 5-brick tower to match the 4-brick tower.
Remove one brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
I remove one brick from the 5-brick tower.
Remove one brick from the taller tower.
Remove 1 brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
Remove 1 brick from the 5-brick tower.
I would remove one brick from the taller tower to make them equal.
Remove one brick from the taller tower.
I'd remove 1 brick from the 5-brick tower.
Remove 1 brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
I remove one brick from the taller tower.
I remove one brick from the 5-brick tower to match the 4-brick tower's height.
Remove 1 brick from the taller tower.
Remove 1 brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
Remove 1 brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
I would remove one brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
I would remove one brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
Remove 1 brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
Remove one brick from the taller tower.
Remove one brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
Remove 1 brick from the 5-brick tower.
I remove one brick from the 5-brick tower.
Remove one brick from the taller tower.
Take one brick from the 5-brick tower and add it to the 4-brick tower.
Remove one brick from the taller tower.
Remove 1 brick from the taller tower.
Remove one brick from the 5-brick tower.
Remove one brick from the taller tower.
Remove one brick from the 5-brick tower.
Remove one brick from the taller tower.
Remove one brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
I remove one brick from the taller tower.
I would remove 1 brick from the 5-brick tower to make it the same height as the 4-brick tower.
I remove one brick from the 5-brick tower.
Remove one brick from the taller tower.
Remove one brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
Take one brick from the 5-brick tower and use it to build a base under the 4-brick tower.
Remove 1 brick from the taller tower.
You remove one brick from the 5-brick tower.
Remove one brick from the taller tower.
Remove one brick from the 5-brick tower to match the 4-brick tower.
Remove one brick from the taller tower.
Remove one brick from the 5-brick tower.
Remove one brick from the taller tower.
Remove one brick from the 5-brick tower.
I would remove one brick from the 5-brick tower to match the height of the 4-brick tower.
Remove one brick from the taller tower.
Remove one brick from the taller tower.
Remove 1 brick from the 5-brick tower.
Remove 1 brick from the taller tower.
Remove one brick from the taller tower.
Remove 1 brick from the 5-brick tower to match the 4-brick tower.
Remove one brick from the 5-brick tower.
Remove 1 brick from the 5-brick tower.
Remove 1 brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
Remove 1 brick from the 5-brick tower.
I remove one brick from the 5-brick tower.
Remove one brick from the taller tower.
Remove 1 brick from the 5-brick tower.
I would remove one brick from the 5-brick tower to make them both 4 bricks tall.
Remove one brick from the taller tower.
Remove 1 brick from the 5-brick tower.
Remove one brick from the taller tower.
Remove one brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
I remove one brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
Remove 1 brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
I remove 1 brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
Remove one brick from the tower with 5 bricks.
I would remove 1 brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
Remove 1 brick from the 5-brick tower.
Remove 1 brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
Remove one brick from the taller tower.
Remove one brick from the tower with 5 bricks.
Remove 1 brick from the 5-brick tower.
Remove 1 brick from the 5-brick tower to match the 4-brick tower.
Remove one brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
"Take one brick from the 5-brick tower and give it to someone else, or put it aside."
I remove one brick from the 5-brick tower.
Remove 1 brick from the taller tower.
Remove one brick from the taller tower.
I would remove one brick from the 5-brick tower.
Take one brick from the 5-brick tower and add it to the 4-brick tower.
Remove one brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
I remove one brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
Remove 1 brick from the 5-brick tower.
Remove 1 brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
Remove one brick from the taller tower.
Remove 1 brick from the 5-brick tower.
Remove one brick from the taller tower.
Remove one brick from the taller tower.
I remove one brick from the 5-brick tower.
Remove one brick from the taller tower.
Remove one brick from the 5-brick tower to match the 4-brick tower's height.
Remove 1 brick from the 5-brick tower to make them both 4 bricks high.
Remove one brick from the 5-brick tower.
Remove 1 brick from the taller tower.
Remove one brick from the taller tower.
Remove one brick from the 5-brick tower.
Remove 1 brick from the 5-brick tower.
Remove one brick from the taller tower.
Remove one brick from the taller tower.
Remove one brick from the taller tower.
Remove 1 brick from the 5-brick tower to match the 4-brick tower's height.
Remove one brick from the 5-brick tower.
Remove one brick from the taller tower.
I remove one brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
Remove 1 brick from the 5-brick tower.
I remove one brick from the taller tower.
Remove one brick from the 5-brick tower.
Remove one brick from the taller tower.
I remove one brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
I would remove one brick from the 5-brick tower.
I remove one brick from the 5-brick tower.
I remove 1 brick from the taller tower.
Remove one brick from the 5-brick tower.
Remove 1 brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
Remove one brick from the taller tower.
Remove 1 brick from the 5-brick tower.
I would remove 1 brick from the taller tower.
Remove one brick from the 5-brick tower.
Remove one brick from the taller tower.
I remove one brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
I remove one brick from the 5-brick tower.
Remove one brick from the 5-brick tower to match the height of the 4-brick tower.
Remove one brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
Remove one brick from the taller tower.
Remove 1 brick from the 5-brick tower.
I would remove one brick from the 5-brick tower.
I remove 1 brick from the 5-brick tower.
Remove one brick from the taller tower.
Remove 1 brick from the taller tower.
Remove 1 brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
Remove one brick from the taller tower.
Remove one brick from the taller tower.
I remove one brick from the taller tower.
Remove one brick from the 5-brick tower.
I would add 1 brick to the 4-brick tower to make both towers 5 bricks high.
I remove one brick from the 5-brick tower.
I add 1 Lego brick to the 4-brick tower.
Remove one brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
Remove 1 brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
Remove 1 brick from the 5-brick tower.
Remove one Lego brick from the 5-brick tower.
Remove 1 brick from the 5-brick tower.
I remove one brick from the taller tower.
Remove 1 brick from the 5-brick tower.
Remove one brick from the taller tower.
Remove one brick from the 5-brick tower.
I remove one brick from the 5-brick tower to match the 4-brick tower.
Remove one brick from the 5-brick tower.
I remove 1 brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
I remove one brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
Remove one brick from the 5-brick tower to make them equal.
Remove 1 brick from the 5-brick tower.
Take one brick from the 5-brick tower and attach it to the 4-brick tower.
Remove one brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
Remove 1 brick from the taller tower.
I remove one brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
Remove one brick from the taller tower.
Remove one brick from the 5-brick tower.
I remove one brick from the taller tower.
Remove one brick from the taller tower.
Remove 1 brick from the 5-brick tower.
Remove 1 brick from the 5-brick tower to match the 4-brick tower's height.
I remove one brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
Remove 1 brick from the 5-brick tower.
Remove 1 brick from the 5-brick tower.
Remove one brick from the 5-brick tower.
