Answer
 You would need to add 1 brick to the tower with 4 bricks to make it the same height as the tower with 5 bricks.
 You would need to add 1 brick to the tower with 4 bricks to make it the same height as the tower with 5 bricks.
 You would need to add 1 brick to the tower with 4 bricks to make it the same height as the tower with 5 bricks.
 You would need to add 1 brick to the tower with 4 bricks to make it the same height as the tower with 5 bricks.
 You would need to add 1 brick to the tower with 4 bricks to make it the same height as the tower with 5 bricks.
 You would need to add 1 brick to the tower with 4 bricks to make it the same height as the tower with 5 bricks.
 You would need to add 1 brick to the tower with 4 bricks to make it the same height as the tower with 5 bricks.
 You would need to add 1 brick to the tower with 4 bricks to make it the same height as the tower with 5 bricks.
 You would need to add 1 brick to the tower with 4 bricks to make it the same height as the tower with 5 bricks.
 You would need to add 1 brick to the tower with 4 bricks to make it the same height as the tower with 5 bricks.
 You would need to add 1 brick to the tower with 4 bricks to make it the same height as the tower with 5 bricks.
 You would need to add 1 brick to the tower with 4 bricks to make it the same height as the tower with 5 bricks.
 You would need to add 1 brick to the tower with 4 bricks to make it the same height as the tower with 5 bricks.
 You would need to add 1 brick to the tower with 4 bricks to make it the same height as the tower with 5 bricks.
 You would need to add 1 brick to the tower with 4 bricks to make it the same height as the tower with 5 bricks.
 You would need to add 1 brick to the tower with 4 bricks to make it the same height as the tower with 5 bricks.
 You would need to add 1 brick to the tower with 4 bricks to make it the same height as the tower with 5 bricks.
 You would need to add 1 brick to the tower with 4 bricks to make it the same height as the tower with 5 bricks.
 You would need to add 1 brick to the tower with 4 bricks to make it the same height as the tower with 5 bricks.
 You would need to add 1 brick to the tower with 4 bricks to make it the same height as the tower with 5 bricks.
 You would need to add 1 brick to the tower with 4 bricks to make it the same height as the tower with 5 bricks.
 You would need to add 1 brick to the tower with 4 bricks to make it the same height as the tower with 5 bricks.
 You would need to add 1 brick to the tower with 4 bricks to make it the same height as the tower with 5 bricks.
 You would need to add 1 brick to the tower with 4 bricks to make it the same height as the tower with 5 bricks.
 You would need to add 1 brick to the tower with 4 bricks to make it the same height as the tower with 5 bricks.
 You would need to add 1 brick to the tower with 4 bricks to make it the same height as the tower with 5 bricks.
 You would need to add 1 brick to the tower with 4 bricks to make it the same height as the tower with 5 bricks.
 You would need to add 1 brick to the tower with 4 bricks to make it the same height as the tower with 5 bricks.
 You would need to add 1 brick to the tower with 4 bricks to make it the same height as the tower with 5 bricks.
 You would need to add 1 brick to the tower with 4 bricks to make it the same height as the tower with 5 bricks.
 You would need to add 1 brick to the tower with 4 bricks to make it the same height as the tower with 5 bricks.
 You would need to add 1 brick to the tower with 4 bricks to make it the same height as the tower with 5 bricks.
 You would need to add 1 brick to the tower with 4 bricks to make it the same height as the tower with 5 bricks.
 You would need to add 1 brick to the tower with 4 bricks to make it the same height as the tower with 5 bricks.
 You would need to add 1 brick to the tower with 4 bricks to make it the same height as the tower with 5 bricks.
 You would need to add 1 brick to the tower with 4 bricks to make it the same height as the tower with 5 bricks.
 You would need to add 1 brick to the tower with 4 bricks to make it the same height as the tower with 5 bricks.
 You would need to add 1 brick to the tower with 4 bricks to make it the same height as the tower with 5 bricks.
 You would need to add 1 brick to the tower with 4 bricks to make it the same height as the tower with 5 bricks.
 You would need to add 1 brick to the tower with 4 bricks to make it the same height as the tower with 5 bricks.
